无工作经验,无,上海,计算机软件,excel,BI,5.5k-7.01k,,,,,,,,
1年经验,大专,广州,金融,5.5k-7.01k,,,,,,,,,,
无工作经验,无,广州,金融,excel,<5.5k,,,,,,,,,
无工作经验,本科,深圳,互联网,python,sas,tableau,9.01k-12.51k,,,,,,,
无工作经验,本科,郑州,计算机软件,python,sas,hadoop,hive,>=12.51k,,,,,,
2年经验,本科,重庆,金融,hadoop,hive,7.01k-9.01k,,,,,,,,
无工作经验,无,北京,计算机软件,mysql,9.01k-12.51k,,,,,,,,,
无工作经验,无,珠海,计算机软件,python,sas,>=12.51k,,,,,,,,
1年经验,本科,上海,互联网,excel,7.01k-9.01k,,,,,,,,,
3-4年经验,本科,上海,金融,>=12.51k,,,,,,,,,,
无工作经验,无,北京,金融,5.5k-7.01k,,,,,,,,,,
3-4年经验,无,沈阳,服装,5.5k-7.01k,,,,,,,,,,
2年经验,本科,深圳,金融,9.01k-12.51k,,,,,,,,,,
1年经验,本科,西安,互联网,spss,5.5k-7.01k,,,,,,,,,
无工作经验,本科,上海,专业服务(咨询、人力资源、财会),spss,5.5k-7.01k,,,,,,,,,
1年经验,本科,深圳,计算机软件,excel,ppt,spss,9.01k-12.51k,,,,,,,
3-4年经验,本科,南京,互联网,python,sas,hadoop,tableau,>=12.51k,,,,,,
5-7年经验,本科,深圳,互联网,python,sas,BI,mysql,>=12.51k,,,,,,
3-4年经验,本科,上海,互联网,excel,ppt,spss,9.01k-12.51k,,,,,,,
3-4年经验,本科,广州,计算机软件,excel,ppt,hive,tableau,9.01k-12.51k,,,,,,
1年经验,本科,金华,新能源,excel,spss,7.01k-9.01k,,,,,,,,
无工作经验,无,北京,批发,python,sas,hadoop,BI,java,7.01k-9.01k,,,,,
2年经验,本科,成都,检测，认证,mysql,>=12.51k,,,,,,,,,
3-4年经验,大专,广州,服装,BI,mysql,java,tableau,>=12.51k,,,,,,
1年经验,本科,上海,专业服务(咨询、人力资源、财会),BI,mysql,java,tableau,7.01k-9.01k,,,,,,
无工作经验,本科,北京,计算机软件,5.5k-7.01k,,,,,,,,,,
2年经验,本科,上海,计算机服务(系统、数据服务、维修),hadoop,>=12.51k,,,,,,,,,
无工作经验,无,广州,金融,7.01k-9.01k,,,,,,,,,,
1年经验,本科,北京,计算机服务(系统、数据服务、维修),excel,ppt,7.01k-9.01k,,,,,,,,
无工作经验,大专,青岛,教育,5.5k-7.01k,,,,,,,,,,
无工作经验,无,沈阳,互联网,<5.5k,,,,,,,,,,
3-4年经验,本科,武汉,互联网,excel,ppt,9.01k-12.51k,,,,,,,,
3-4年经验,本科,深圳,快速消费品(食品、饮料、化妆品),BI,9.01k-12.51k,,,,,,,,,
2年经验,本科,广州,网络游戏,excel,9.01k-12.51k,,,,,,,,,
2年经验,大专,北京,环保,5.5k-7.01k,,,,,,,,,,
1年经验,本科,成都,计算机软件,spss,9.01k-12.51k,,,,,,,,,
1年经验,本科,杭州,金融,5.5k-7.01k,,,,,,,,,,
1年经验,硕士,上海,制药,python,sas,java,9.01k-12.51k,,,,,,,
2年经验,大专,长沙,互联网,excel,ppt,spss,<5.5k,,,,,,,
无工作经验,无,上海,机械,python,sas,mysql,9.01k-12.51k,,,,,,,
2年经验,本科,广州,计算机服务(系统、数据服务、维修),python,sas,BI,9.01k-12.51k,,,,,,,
3-4年经验,大专,武汉,制药,9.01k-12.51k,,,,,,,,,,
3-4年经验,本科,西安,计算机软件,excel,ppt,BI,9.01k-12.51k,,,,,,,
无工作经验,高中,广州,金融,<5.5k,,,,,,,,,,
3-4年经验,本科,南京,互联网,hive,9.01k-12.51k,,,,,,,,,
无工作经验,无,大连,互联网,excel,spss,5.5k-7.01k,,,,,,,,
3-4年经验,本科,杭州,专业服务(咨询、人力资源、财会),excel,ppt,BI,tableau,7.01k-9.01k,,,,,,
3-4年经验,本科,昆明,房地产,excel,ppt,spss,<5.5k,,,,,,,
无工作经验,大专,福州,贸易,python,sas,mysql,java,7.01k-9.01k,,,,,,
2年经验,本科,佛山,专业服务(咨询、人力资源、财会),excel,spss,5.5k-7.01k,,,,,,,,
无工作经验,无,北京,互联网,excel,spss,7.01k-9.01k,,,,,,,,
无工作经验,高中,广州,金融,excel,5.5k-7.01k,,,,,,,,,
1年经验,无,广州,金融,7.01k-9.01k,,,,,,,,,,
3-4年经验,本科,深圳,电子技术,7.01k-9.01k,,,,,,,,,,
无工作经验,本科,武汉,多元化业务集团公司,>=12.51k,,,,,,,,,,
无工作经验,大专,郑州,房地产,5.5k-7.01k,,,,,,,,,,
无工作经验,无,广州,金融,7.01k-9.01k,,,,,,,,,,
3-4年经验,本科,广州,计算机软件,hadoop,java,hive,>=12.51k,,,,,,,
无工作经验,大专,深圳,金融,7.01k-9.01k,,,,,,,,,,
2年经验,本科,上海,互联网,excel,spss,BI,tableau,7.01k-9.01k,,,,,,
2年经验,本科,北京,计算机软件,python,sas,hadoop,java,>=12.51k,,,,,,
无工作经验,大专,深圳,专业服务(咨询、人力资源、财会),excel,BI,<5.5k,,,,,,,,
无工作经验,高中,广州,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,大专,苏州,计算机软件,<5.5k,,,,,,,,,,
3-4年经验,本科,上海,专业服务(咨询、人力资源、财会),excel,python,sas,tableau,9.01k-12.51k,,,,,,
1年经验,大专,杭州,互联网,excel,<5.5k,,,,,,,,,
无工作经验,大专,郑州,计算机软件,5.5k-7.01k,,,,,,,,,,
无工作经验,无,广州,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,本科,上海,计算机软件,excel,spss,5.5k-7.01k,,,,,,,,
5-7年经验,本科,广州,计算机服务(系统、数据服务、维修),python,sas,spss,hadoop,java,>=12.51k,,,,,
1年经验,本科,深圳,计算机软件,excel,tableau,9.01k-12.51k,,,,,,,,
1年经验,大专,温州,计算机软件,mysql,5.5k-7.01k,,,,,,,,,
2年经验,本科,北京,互联网,excel,python,sas,ppt,9.01k-12.51k,,,,,,
1年经验,大专,广州,广告,spss,5.5k-7.01k,,,,,,,,,
无工作经验,无,上海,计算机软件,python,sas,spss,9.01k-12.51k,,,,,,,
3-4年经验,本科,上海,计算机软件,spss,hadoop,BI,hive,>=12.51k,,,,,,
无工作经验,大专,广州,金融,<5.5k,,,,,,,,,,
2年经验,大专,郑州,互联网,python,sas,spss,5.5k-7.01k,,,,,,,
无工作经验,大专,广州,计算机软件,excel,BI,<5.5k,,,,,,,,
无工作经验,大专,深圳,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,大专,合肥,教育,excel,mysql,5.5k-7.01k,,,,,,,,
无工作经验,本科,深圳,互联网,5.5k-7.01k,,,,,,,,,,
2年经验,本科,上海,互联网,python,sas,mysql,hive,9.01k-12.51k,,,,,,
2年经验,本科,杭州,信托,python,sas,spss,9.01k-12.51k,,,,,,,
无工作经验,本科,深圳,环保,python,sas,7.01k-9.01k,,,,,,,,
2年经验,硕士,上海,计算机软件,python,sas,spss,9.01k-12.51k,,,,,,,
无工作经验,本科,北京,教育,python,sas,>=12.51k,,,,,,,,
3-4年经验,本科,杭州,金融,python,sas,>=12.51k,,,,,,,,
2年经验,本科,广州,互联网,hadoop,9.01k-12.51k,,,,,,,,,
3-4年经验,本科,上海,互联网,excel,spss,9.01k-12.51k,,,,,,,,
2年经验,本科,深圳,租赁服务,>=12.51k,,,,,,,,,,
2年经验,大专,广州,仪器仪表,excel,5.5k-7.01k,,,,,,,,,
2年经验,本科,广州,通信,python,sas,ppt,spss,hadoop,BI,tableau,>=12.51k,,,
3-4年经验,大专,珠海,网络游戏,>=12.51k,,,,,,,,,,
2年经验,无,东莞,互联网,5.5k-7.01k,,,,,,,,,,
3-4年经验,本科,深圳,互联网,hadoop,BI,tableau,>=12.51k,,,,,,,
无工作经验,无,上海,金融,python,sas,hadoop,mysql,hive,tableau,>=12.51k,,,,
2年经验,本科,上海,服装,python,sas,java,9.01k-12.51k,,,,,,,
无工作经验,无,广州,互联网,ppt,7.01k-9.01k,,,,,,,,,
3-4年经验,无,武汉,汽车及零配件,hadoop,hive,>=12.51k,,,,,,,,
1年经验,本科,苏州,互联网,excel,python,sas,ppt,9.01k-12.51k,,,,,,
无工作经验,本科,成都,环保,<5.5k,,,,,,,,,,
1年经验,本科,上海,公关,BI,mysql,9.01k-12.51k,,,,,,,,
3-4年经验,本科,苏州,互联网,python,sas,spss,hive,9.01k-12.51k,,,,,,
无工作经验,本科,重庆,计算机软件,<5.5k,,,,,,,,,,
2年经验,大专,上海,互联网,9.01k-12.51k,,,,,,,,,,
1年经验,本科,宜昌,石油,python,sas,spss,hadoop,java,hive,7.01k-9.01k,,,,
1年经验,大专,广州,金融,python,sas,5.5k-7.01k,,,,,,,,
1年经验,大专,上海,环保,5.5k-7.01k,,,,,,,,,,
3-4年经验,本科,上海,互联网,python,sas,BI,tableau,>=12.51k,,,,,,
1年经验,大专,合肥,教育,excel,mysql,5.5k-7.01k,,,,,,,,
无工作经验,无,上海,文字媒体,excel,python,sas,tableau,7.01k-9.01k,,,,,,
无工作经验,无,西安,金融,5.5k-7.01k,,,,,,,,,,
3-4年经验,大专,上海,电子技术,>=12.51k,,,,,,,,,,
无工作经验,大专,西安,互联网,5.5k-7.01k,,,,,,,,,,
2年经验,硕士,北京,金融,python,sas,java,>=12.51k,,,,,,,
2年经验,大专,上海,快速消费品(食品、饮料、化妆品),excel,ppt,spss,5.5k-7.01k,,,,,,,
3-4年经验,本科,西安,计算机软件,excel,ppt,BI,9.01k-12.51k,,,,,,,
1年经验,本科,上海,网络游戏,excel,python,sas,BI,mysql,tableau,7.01k-9.01k,,,,
2年经验,本科,南京,计算机软件,spss,9.01k-12.51k,,,,,,,,,
无工作经验,无,杭州,互联网,excel,spss,hadoop,mysql,hive,9.01k-12.51k,,,,,
无工作经验,本科,深圳,互联网,9.01k-12.51k,,,,,,,,,,
2年经验,无,青岛,互联网,python,sas,spss,7.01k-9.01k,,,,,,,
2年经验,本科,广州,计算机软件,BI,9.01k-12.51k,,,,,,,,,
无工作经验,无,北京,金融,9.01k-12.51k,,,,,,,,,,
2年经验,本科,上海,广告,excel,ppt,5.5k-7.01k,,,,,,,,
无工作经验,本科,深圳,影视,spss,9.01k-12.51k,,,,,,,,,
1年经验,本科,广州,快速消费品(食品、饮料、化妆品),python,sas,5.5k-7.01k,,,,,,,,
无工作经验,无,上海,互联网,<5.5k,,,,,,,,,,
无工作经验,无,上海,专业服务(咨询、人力资源、财会),excel,spss,5.5k-7.01k,,,,,,,,
1年经验,本科,上海,金融,excel,ppt,9.01k-12.51k,,,,,,,,
无工作经验,无,义乌,家具,excel,spss,7.01k-9.01k,,,,,,,,
2年经验,本科,上海,专业服务(咨询、人力资源、财会),excel,ppt,5.5k-7.01k,,,,,,,,
1年经验,本科,北京,教育,spss,9.01k-12.51k,,,,,,,,,
无工作经验,大专,成都,计算机软件,<5.5k,,,,,,,,,,
无工作经验,无,北京,金融,9.01k-12.51k,,,,,,,,,,
3-4年经验,大专,南京,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,无,上海,计算机软件,excel,9.01k-12.51k,,,,,,,,,
无工作经验,大专,广州,金融,excel,5.5k-7.01k,,,,,,,,,
3-4年经验,本科,南京,多元化业务集团公司,python,sas,mysql,9.01k-12.51k,,,,,,,
无工作经验,大专,广州,金融,5.5k-7.01k,,,,,,,,,,
无工作经验,无,上海,互联网,7.01k-9.01k,,,,,,,,,,
无工作经验,无,上海,计算机软件,5.5k-7.01k,,,,,,,,,,
无工作经验,硕士,北京,学术,spss,7.01k-9.01k,,,,,,,,,
1年经验,大专,杭州,互联网,excel,ppt,spss,9.01k-12.51k,,,,,,,
5-7年经验,本科,上海,贸易,excel,>=12.51k,,,,,,,,,
3-4年经验,无,广州,金融,5.5k-7.01k,,,,,,,,,,
1年经验,大专,北京,金融,7.01k-9.01k,,,,,,,,,,
3-4年经验,本科,北京,计算机软件,excel,spss,>=12.51k,,,,,,,,
2年经验,本科,上海,互联网,>=12.51k,,,,,,,,,,
无工作经验,无,上海,互联网,excel,BI,tableau,>=12.51k,,,,,,,
无工作经验,无,武汉,影视,9.01k-12.51k,,,,,,,,,,
无工作经验,高中,广州,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,高中,广州,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,本科,广州,金融,7.01k-9.01k,,,,,,,,,,
1年经验,本科,深圳,教育,python,sas,>=12.51k,,,,,,,,
2年经验,本科,长沙,仪器仪表,python,sas,9.01k-12.51k,,,,,,,,
1年经验,大专,广州,互联网,excel,ppt,<5.5k,,,,,,,,
1年经验,大专,杭州,互联网,excel,5.5k-7.01k,,,,,,,,,
无工作经验,无,深圳,互联网,excel,7.01k-9.01k,,,,,,,,,
无工作经验,无,南充,机械,excel,BI,9.01k-12.51k,,,,,,,,
无工作经验,大专,北京,金融,9.01k-12.51k,,,,,,,,,,
3-4年经验,大专,广州,互联网,excel,9.01k-12.51k,,,,,,,,,
1年经验,本科,无锡,计算机软件,excel,BI,5.5k-7.01k,,,,,,,,
无工作经验,本科,上海,互联网,excel,python,sas,spss,BI,tableau,>=12.51k,,,,
无工作经验,本科,上海,专业服务(咨询、人力资源、财会),excel,spss,>=12.51k,,,,,,,,
1年经验,大专,深圳,贸易,7.01k-9.01k,,,,,,,,,,
无工作经验,高中,太原,金融,7.01k-9.01k,,,,,,,,,,
2年经验,大专,广州,制药,BI,>=12.51k,,,,,,,,,
2年经验,本科,上海,网络游戏,excel,ppt,spss,hive,9.01k-12.51k,,,,,,
1年经验,大专,重庆,保险,7.01k-9.01k,,,,,,,,,,
无工作经验,大专,武汉,互联网,excel,5.5k-7.01k,,,,,,,,,
无工作经验,本科,上海,互联网,excel,spss,tableau,>=12.51k,,,,,,,
1年经验,大专,长沙,互联网,excel,<5.5k,,,,,,,,,
3-4年经验,本科,上海,互联网,excel,python,sas,BI,tableau,>=12.51k,,,,,
无工作经验,硕士,佛山,计算机服务(系统、数据服务、维修),>=12.51k,,,,,,,,,,
3-4年经验,大专,合肥,互联网,excel,7.01k-9.01k,,,,,,,,,
1年经验,无,太原,计算机软件,<5.5k,,,,,,,,,,
1年经验,本科,广州,教育,excel,mysql,5.5k-7.01k,,,,,,,,
无工作经验,本科,宁波,教育,excel,spss,9.01k-12.51k,,,,,,,,
3-4年经验,大专,成都,通信,python,sas,hadoop,9.01k-12.51k,,,,,,,
2年经验,本科,深圳,房地产,BI,9.01k-12.51k,,,,,,,,,
无工作经验,硕士,成都,教育,spss,5.5k-7.01k,,,,,,,,,
无工作经验,本科,广州,多元化业务集团公司,excel,python,sas,ppt,spss,<5.5k,,,,,
1年经验,本科,上海,计算机服务(系统、数据服务、维修),python,sas,hadoop,BI,java,tableau,9.01k-12.51k,,,,
2年经验,本科,北京,互联网,python,sas,spss,>=12.51k,,,,,,,
无工作经验,高中,深圳,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,大专,深圳,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,无,北京,金融,9.01k-12.51k,,,,,,,,,,
3-4年经验,大专,重庆,互联网,excel,python,sas,spss,5.5k-7.01k,,,,,,
3-4年经验,本科,合肥,计算机软件,excel,python,sas,spss,>=12.51k,,,,,,
1年经验,大专,深圳,生活服务,excel,7.01k-9.01k,,,,,,,,,
1年经验,硕士,南京,计算机软件,python,sas,hadoop,mysql,java,hive,9.01k-12.51k,,,,
无工作经验,大专,济南,金融,5.5k-7.01k,,,,,,,,,,
无工作经验,无,福州,网络游戏,excel,spss,7.01k-9.01k,,,,,,,,
2年经验,本科,上海,保险,mysql,>=12.51k,,,,,,,,,
无工作经验,无,武汉,制药,9.01k-12.51k,,,,,,,,,,
3-4年经验,本科,上海,快速消费品(食品、饮料、化妆品),9.01k-12.51k,,,,,,,,,,
2年经验,无,上海,计算机软件,excel,python,sas,ppt,>=12.51k,,,,,,
1年经验,本科,郑州,制药,excel,ppt,java,<5.5k,,,,,,,
无工作经验,大专,长沙,计算机服务(系统、数据服务、维修),<5.5k,,,,,,,,,,
无工作经验,本科,上海,贸易,BI,tableau,5.5k-7.01k,,,,,,,,
3-4年经验,本科,上海,专业服务(咨询、人力资源、财会),python,sas,ppt,9.01k-12.51k,,,,,,,
1年经验,本科,武汉,计算机软件,BI,5.5k-7.01k,,,,,,,,,
1年经验,本科,西安,外包服务,excel,BI,<5.5k,,,,,,,,
无工作经验,本科,南京,计算机软件,python,sas,9.01k-12.51k,,,,,,,,
2年经验,硕士,合肥,计算机软件,python,sas,7.01k-9.01k,,,,,,,,
5-7年经验,本科,深圳,计算机软件,>=12.51k,,,,,,,,,,
无工作经验,大专,郑州,电子技术,5.5k-7.01k,,,,,,,,,,
3-4年经验,大专,成都,快速消费品(食品、饮料、化妆品),excel,spss,<5.5k,,,,,,,,
无工作经验,无,北京,金融,9.01k-12.51k,,,,,,,,,,
无工作经验,本科,深圳,贸易,excel,spss,>=12.51k,,,,,,,,
1年经验,大专,贵阳,互联网,<5.5k,,,,,,,,,,
无工作经验,无,杭州,网络游戏,excel,9.01k-12.51k,,,,,,,,,
1年经验,大专,南京,互联网,excel,5.5k-7.01k,,,,,,,,,
3-4年经验,大专,武汉,金融,excel,spss,9.01k-12.51k,,,,,,,,
1年经验,本科,广州,专业服务(咨询、人力资源、财会),excel,spss,mysql,5.5k-7.01k,,,,,,,
3-4年经验,本科,广州,互联网,BI,9.01k-12.51k,,,,,,,,,
无工作经验,无,合肥,金融,excel,python,sas,ppt,7.01k-9.01k,,,,,,
2年经验,大专,上海,专业服务(咨询、人力资源、财会),excel,7.01k-9.01k,,,,,,,,,
1年经验,本科,上海,互联网,spss,BI,5.5k-7.01k,,,,,,,,
3-4年经验,本科,武汉,快速消费品(食品、饮料、化妆品),excel,ppt,<5.5k,,,,,,,,
3-4年经验,本科,深圳,计算机软件,7.01k-9.01k,,,,,,,,,,
无工作经验,本科,成都,专业服务(咨询、人力资源、财会),<5.5k,,,,,,,,,,
无工作经验,硕士,北京,计算机软件,python,sas,java,>=12.51k,,,,,,,
1年经验,本科,西安,计算机软件,excel,ppt,5.5k-7.01k,,,,,,,,
无工作经验,无,上海,互联网,python,sas,spss,hadoop,9.01k-12.51k,,,,,,
3-4年经验,本科,广州,教育,excel,spss,7.01k-9.01k,,,,,,,,
2年经验,大专,广州,互联网,7.01k-9.01k,,,,,,,,,,
无工作经验,无,北京,金融,9.01k-12.51k,,,,,,,,,,
2年经验,本科,南京,金融,excel,5.5k-7.01k,,,,,,,,,
无工作经验,无,北京,金融,9.01k-12.51k,,,,,,,,,,
3-4年经验,本科,无锡,计算机软件,mysql,9.01k-12.51k,,,,,,,,,
2年经验,本科,惠州,批发,ppt,5.5k-7.01k,,,,,,,,,
无工作经验,本科,西安,教育,<5.5k,,,,,,,,,,
1年经验,大专,广州,金融,>=12.51k,,,,,,,,,,
3-4年经验,本科,广州,快速消费品(食品、饮料、化妆品),BI,>=12.51k,,,,,,,,,
无工作经验,无,天津,计算机服务(系统、数据服务、维修),excel,ppt,9.01k-12.51k,,,,,,,,
1年经验,大专,武汉,网络游戏,excel,python,sas,spss,<5.5k,,,,,,
无工作经验,大专,大连,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,大专,杭州,计算机软件,<5.5k,,,,,,,,,,
2年经验,本科,深圳,互联网,excel,python,sas,spss,hadoop,9.01k-12.51k,,,,,
2年经验,无,长沙,信托,excel,<5.5k,,,,,,,,,
2年经验,本科,杭州,互联网,excel,python,sas,spss,tableau,9.01k-12.51k,,,,,
无工作经验,无,郑州,计算机软件,5.5k-7.01k,,,,,,,,,,
无工作经验,无,南京,金融,>=12.51k,,,,,,,,,,
3-4年经验,本科,重庆,多元化业务集团公司,excel,ppt,tableau,7.01k-9.01k,,,,,,,
2年经验,本科,北京,医疗,excel,python,sas,ppt,spss,hive,tableau,>=12.51k,,,
无工作经验,本科,上海,专业服务(咨询、人力资源、财会),python,sas,9.01k-12.51k,,,,,,,,
3-4年经验,本科,广州,快速消费品(食品、饮料、化妆品),7.01k-9.01k,,,,,,,,,,
无工作经验,无,淮安,金融,<5.5k,,,,,,,,,,
无工作经验,本科,烟台,环保,<5.5k,,,,,,,,,,
无工作经验,无,广州,金融,7.01k-9.01k,,,,,,,,,,
2年经验,本科,武汉,专业服务(咨询、人力资源、财会),<5.5k,,,,,,,,,,
1年经验,本科,武汉,广告,spss,5.5k-7.01k,,,,,,,,,
无工作经验,无,上海,互联网,>=12.51k,,,,,,,,,,
无工作经验,无,北京,多元化业务集团公司,excel,python,sas,9.01k-12.51k,,,,,,,
无工作经验,大专,常州,金融,7.01k-9.01k,,,,,,,,,,
3-4年经验,本科,广州,互联网,>=12.51k,,,,,,,,,,
2年经验,本科,无锡,金融,python,sas,5.5k-7.01k,,,,,,,,
2年经验,大专,成都,酒店,excel,spss,7.01k-9.01k,,,,,,,,
3-4年经验,本科,天津,电子技术,excel,5.5k-7.01k,,,,,,,,,
1年经验,大专,郑州,计算机软件,5.5k-7.01k,,,,,,,,,,
2年经验,本科,上海,互联网,python,sas,>=12.51k,,,,,,,,
3-4年经验,本科,广州,互联网,excel,spss,9.01k-12.51k,,,,,,,,
3-4年经验,大专,武汉,房地产,excel,9.01k-12.51k,,,,,,,,,
无工作经验,大专,北京,金融,9.01k-12.51k,,,,,,,,,,
无工作经验,高中,广州,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,本科,上海,计算机软件,python,sas,9.01k-12.51k,,,,,,,,
5-7年经验,本科,上海,互联网,excel,python,sas,spss,>=12.51k,,,,,,
无工作经验,无,杭州,互联网,excel,python,sas,ppt,spss,BI,mysql,hive,tableau,9.01k-12.51k,
无工作经验,大专,广州,中介服务,<5.5k,,,,,,,,,,
无工作经验,本科,深圳,网络游戏,>=12.51k,,,,,,,,,,
2年经验,本科,上海,环保,python,sas,7.01k-9.01k,,,,,,,,
无工作经验,无,深圳,交通,>=12.51k,,,,,,,,,,
无工作经验,本科,杭州,家具,<5.5k,,,,,,,,,,
3-4年经验,本科,杭州,专业服务(咨询、人力资源、财会),spss,9.01k-12.51k,,,,,,,,,
1年经验,本科,杭州,互联网,excel,python,sas,spss,7.01k-9.01k,,,,,,
3-4年经验,硕士,北京,通信,python,sas,BI,tableau,>=12.51k,,,,,,
1年经验,大专,广州,快速消费品(食品、饮料、化妆品),excel,ppt,<5.5k,,,,,,,,
5-7年经验,本科,广州,计算机软件,mysql,7.01k-9.01k,,,,,,,,,
无工作经验,硕士,保定,汽车及零配件,5.5k-7.01k,,,,,,,,,,
1年经验,大专,南京,金融,7.01k-9.01k,,,,,,,,,,
1年经验,无,昆明,快速消费品(食品、饮料、化妆品),excel,spss,<5.5k,,,,,,,,
无工作经验,本科,北京,金融,7.01k-9.01k,,,,,,,,,,
2年经验,大专,合肥,互联网,python,sas,>=12.51k,,,,,,,,
3-4年经验,本科,深圳,互联网,excel,python,sas,spss,>=12.51k,,,,,,
5-7年经验,本科,深圳,计算机软件,python,sas,hadoop,hive,>=12.51k,,,,,,
1年经验,本科,南昌,计算机软件,python,sas,spss,7.01k-9.01k,,,,,,,
1年经验,本科,福州,计算机服务(系统、数据服务、维修),python,sas,java,>=12.51k,,,,,,,
1年经验,大专,广州,公关,excel,ppt,spss,tableau,5.5k-7.01k,,,,,,
无工作经验,本科,沈阳,贸易,excel,<5.5k,,,,,,,,,
3-4年经验,大专,杭州,金融,excel,python,sas,ppt,hive,tableau,9.01k-12.51k,,,,
无工作经验,本科,杭州,家具,BI,7.01k-9.01k,,,,,,,,,
2年经验,大专,广州,计算机软件,excel,BI,7.01k-9.01k,,,,,,,,
3-4年经验,本科,苏州,网络游戏,7.01k-9.01k,,,,,,,,,,
2年经验,本科,深圳,互联网,7.01k-9.01k,,,,,,,,,,
3-4年经验,本科,杭州,互联网,>=12.51k,,,,,,,,,,
3-4年经验,无,深圳,互联网,hive,>=12.51k,,,,,,,,,
1年经验,本科,深圳,通信,spss,java,9.01k-12.51k,,,,,,,,
3-4年经验,本科,昆山,互联网,7.01k-9.01k,,,,,,,,,,
1年经验,本科,中山,互联网,spss,5.5k-7.01k,,,,,,,,,
2年经验,本科,深圳,互联网,excel,>=12.51k,,,,,,,,,
无工作经验,无,天津,专业服务(咨询、人力资源、财会),excel,ppt,<5.5k,,,,,,,,
1年经验,本科,上海,互联网,excel,BI,9.01k-12.51k,,,,,,,,
无工作经验,硕士,大连,专业服务(咨询、人力资源、财会),excel,python,sas,BI,9.01k-12.51k,,,,,,
3-4年经验,本科,宁波,汽车及零配件,excel,hadoop,9.01k-12.51k,,,,,,,,
无工作经验,大专,重庆,餐饮业,python,sas,spss,<5.5k,,,,,,,
1年经验,本科,上海,多元化业务集团公司,excel,5.5k-7.01k,,,,,,,,,
3-4年经验,本科,上海,计算机软件,excel,>=12.51k,,,,,,,,,
无工作经验,无,昆明,服装,excel,spss,<5.5k,,,,,,,,
无工作经验,无,滨州,通信,excel,ppt,7.01k-9.01k,,,,,,,,
2年经验,本科,广州,互联网,excel,python,sas,7.01k-9.01k,,,,,,,
无工作经验,本科,重庆,影视,excel,spss,mysql,5.5k-7.01k,,,,,,,
无工作经验,无,西安,通信,excel,python,sas,mysql,java,5.5k-7.01k,,,,,
3-4年经验,本科,武汉,生活服务,7.01k-9.01k,,,,,,,,,,
